0,1
KeyPressedt,t
1,32.86549989999912
2,45.56524050000007
1,58.54670839999744
2,71.41356210000231
1,84.3792911000055
2,97.34386160000577
4,110.35957309999503
1,126.7083655000024
2,139.20686780000688
1,152.02348699999857
2,164.8891830000066
1,177.83825570000045
2,190.6534537999978
4,204.7187200000044
1,220.11790890000702
2,233.00076779999654
1,245.73275650000141
2,258.51541069999803
1,271.9310598000011
2,284.7803855999955
4,297.7949746999948
1,313.74529130000155
2,326.2767331000068
1,339.1263719999988
2,352.07458549999865
1,365.2239708999987
2,377.75613360000716
4,391.2713861999946
