0,1
KeyPressedt,t
1,31.231512599995767
2,44.06622179999977
1,56.94630909999978
2,69.61258639999869
1,82.57936889999837
2,95.79481410000153
4,109.07643210000242
1,125.12476510000124
1,125.60778279999795
2,137.40882540000166
1,150.45655109999643
1,163.53919289999612
2,164.15512260000105
1,176.304406999996
2,189.20340359999682
4,202.18602680000186
1,218.28478580000228
2,230.96718310000142
1,243.93290179999894
2,256.80005209999945
1,269.8305169000014
2,282.4632109000013
4,295.6284506000011
1,312.0947602000015
2,324.5101452000017
1,337.31109070000093
2,350.1269259999972
1,363.20743439999933
2,376.040350999996
4,389.12187699999777
